,abstract_id,line_id,abstract_text,line_number,total_lines,current_line,target
1199,33247693,33247693_10_18,We had studied the expression of LPHN3 in 65 breast tissues using an immunohistochemistry method.,10,18,10_18,METHODS:
1200,33247693,33247693_12_18,"Among the 65 breast cancer and normal breast tissues examined, LPHN3 expression with an immunohistochemistry index (IHC index) greater than 4 was more frequently found in breast cancer tissues than in normal breast tissues (P-value = 0.001, OR (95% CI) = 7.04 (2.16-23)).",12,18,12_18,RESULTS:
1201,33247693,33247693_15_18,The present study indicated that a decrease of LPHN3 protein expression in breast cancer tissue might be a marker indicating the aggressiveness of breast cancer.,15,18,15_18,CONCLUSIONS:
1202,18306351,18306351_6_20,"hybridization (FISH) is the gold standard for assessing HER-2 status for breast cancers, and paraffin-embedded tissue sections are used routinely for HER-2 FISH.",6,20,6_20,BACKGROUND:
1203,18306351,18306351_9_20,Histologic and cytologic specimens from 32 patients with invasive ductal carcinoma of the breast were subjected to comparative analysis of HER-2 status by FISH.,9,20,9_20,METHODS:
1204,18306351,18306351_13_20,Cytologic and histologic FISH results were compared.,13,20,13_20,RESULTS:
1205,18306351,18306351_16_20,"The current results demonstrated that CEP17 could be lost more easily through histologic sectioning compared with the cytology results, because CEP17 is closer to the nuclear membrane.",16,20,16_20,CONCLUSIONS:
1206,20924076,20924076_11_29,"Although recent experimental data strongly suggest that platinum-based chemotherapy (PBCT) could improve the outcome of triple-negative breast cancer (TNBC), clinical data are lacking.",11,29,11_29,BACKGROUND:
1207,20924076,20924076_13_29,"a retrospective analysis of all patients (N=143) treated for metastatic breast cancer with PBCT between 2000 and 2008, at Institut Curie, Paris, France.",13,29,13_29,METHODS:
1208,20924076,20924076_17_29,Median follow-up was 44 months.,17,29,17_29,RESULTS:
1209,20924076,20924076_23_29,"Metastatic TNBC patients treated with PBCT tended to have a higher response rate, without a significant improvement of PFS or OS, compared with other subtypes.",23,29,23_29,CONCLUSIONS:
1210,24072565,24072565_7_19,Taqman Real time PCR was performed to measure UBE2C levels in breast cancer cell lines and control HBL100 and HEK293T cells.,7,19,7_19,METHODS:
1211,24072565,24072565_11_19,Overexpression of UBE2C was observed in all breast cancer cell lines tested using quantitative real time PCR.,11,19,11_19,RESULTS:
1212,24072565,24072565_16_19,"Our results show that inhibition of UBE2C sensitizes breast cancer cells to radiation, doxorubicin and hormone blocking agents.",16,19,16_19,CONCLUSIONS:
1213,33565165,33565165_11_25,"Breast cancer patients report hoping to receive professional medical advice on sexual health and sexuality, but only few of them actively seek help from medical professionals.",11,25,11_25,OBJECTIVE:
1214,33565165,33565165_13_25,A qualitative study using in-depth interviews was conducted in an urban hospital in Guangdong Province.,13,25,13_25,METHODS:
1215,33565165,33565165_18_25,Four main barriers participants experienced to expressing sexual health education need to medical personnel included: (1) Avoiding discussion of sexuality due to the inappropriate space.,18,25,18_25,RESULTS:
1216,33565165,33565165_22_25,"It is found that breast cancer patients' expression about sexuality was constrained by the hospital, disease, body space and the cultural logic behind the three spaces.",22,25,22_25,CONCLUSIONS:
1217,32369039,32369039_7_31,(CAD) is a tool that can help radiologists diagnose breast lesions by ultrasonography.,7,31,7_31,BACKGROUND:
1218,32369039,32369039_10_31,The aim of this study was to compare the performance of radiologists with different levels of experience when using CAD with the quadri-planes method to detect breast tumors.,10,31,10_31,OBJECTIVE:
1219,32369039,32369039_11_31,"From November 2018 to October 2019, we enrolled patients in the study who had a breast mass as their most prominent symptom.",11,31,11_31,METHODS:
1220,32369039,32369039_15_31,"A total of 331 patients were included in this study (mean age 43.88 years, range 17-70, SD 12.10), including 512 lesions (mean diameter 1.85 centimeters, SD 1.19; range 0.26-9.5); 200/512 (39.1%) were malignant, and 312/512 (60.9%) were benign.",15,31,15_31,RESULTS:
1221,32369039,32369039_25_31,"S-Detect is a feasible diagnostic tool that can improve the sensitivity, accuracy, and AUC of the quadri-planes method for both novice and experienced readers while also improving the specificity for the novice reader.",25,31,25_31,CONCLUSIONS:
1222,25274131,25274131_8_31,There has been a focus recently on the use of the Internet and email to deliver education interventions to general practitioners (GPs).,8,31,8_31,BACKGROUND:
1223,25274131,25274131_12_31,The goal was to evaluate an Internet-based educational program developed for GPs to advise patients with acute adverse effects following breast cancer treatment.,12,31,12_31,OBJECTIVE:
1224,25274131,25274131_13_31,"During phase 1, participants viewed 6 video vignettes of actor-patients reporting 1 of 6 acute symptoms following surgery and chemotherapy and/or radiotherapy treatment.",13,31,13_31,METHODS:
1225,25274131,25274131_21_31,A total of 50 GPs participated.,21,31,21_31,RESULTS:
1226,25274131,25274131_28_31,There was evidence that providing feedback by experts on specific cases had an impact on GPs' knowledge about how to appropriately manage acute treatment adverse effects.,28,31,28_31,CONCLUSIONS:
1227,20063674,20063674_5_20,To study and analyse the results of breast cancer mammography screening program in the Ariana state and to try to determinate its feasibility and reproducibility on a broader scale.,5,20,5_20,OBJECTIVE:
1228,20063674,20063674_6_20,"study on the mammography feasibility of screening with large scales was initiated, by Family and Population National Office, in September 2003.",6,20,6_20,METHODS:
1229,20063674,20063674_9_20,8244 women were screened in the first round.,9,20,9_20,RESULTS:
1230,20063674,20063674_17_20,This study has permitted to study the feasibility of mammography study.,17,20,17_20,CONCLUSIONS:
1231,36757139,36757139_15_32,We aimed to investigate the impact of human epidermal growth factor receptor 2 status (human epidermal growth factor receptor 2-low versus human epidermal growth factor receptor 2-zero) on pathological response to neoadjuvant chemotherapy and survival outcomes in early-stage breast cancer.,15,32,15_32,OBJECTIVE:
1232,36757139,36757139_16_32,Patients with primary invasive breast cancer received neoadjuvant chemotherapy between July 2018 and July 2021 were identified from six hospitals.,16,32,16_32,METHODS:
1233,36757139,36757139_20_32,"429 patients with human epidermal growth factor receptor 2 negative invasive tumors were included, 267 (62.24%) had human epidermal growth factor receptor 2-low tumors.",20,32,20_32,RESULTS:
1234,36757139,36757139_25_32,"Our results demonstrate that human epidermal growth factor receptor 2-low tumors achieved a significantly lower pathological complete response rate with conventional chemotherapy than those with human epidermal growth factor receptor 2-zero tumors, especially for hormone receptor-negative group.",25,32,25_32,CONCLUSIONS:
1235,32997179,32997179_11_25,Randomised controlled trials have shown a reduction in breast cancer mortality from mammography screening and it is the detection of high-grade invasive cancers that is responsible for much of this effect.,11,25,11_25,OBJECTIVE:
1236,32997179,32997179_13_25,"This observational study analysed data from over 11 million screening episodes (67,681 invasive cancers) from the English NHS breast screening programme over seven screening years 2009/2010 to 2015/2016 for women aged 45-70.",13,25,13_25,METHODS:
1237,32997179,32997179_14_25,"At prevalent (first) screens (which are unaffected by screening interval), the detection rate of small (< 15 mm) invasive cancers was 0.95 per 1000 for grade 1, but for grade 3 only 0.30 per 1000.",14,25,14_25,RESULTS:
1238,32997179,32997179_17_25,Sensitivity for small grade 3 invasive cancers is poor compared with that for grade 1 and 2 invasive cancers and larger grade 3 malignancies.,17,25,17_25,CONCLUSIONS:
1239,27246292,27246292_15_26,"included 60 patients with a diagnosis of invasive breast carcinoma, stage T1-T3, who received treatment with neoadjuvant chemotherapy, and were subsequently subjected to breast surgery and sentinel node biopsy after intra-tumour administration of the radiopharmaceutical.",15,26,15_26,METHODS:
1240,27246292,27246292_16_26,Scintigraphic detection of some sentinel node was achieved in 55/60 patients (91.6%).,16,26,16_26,RESULTS:
1241,27246292,27246292_20_26,"The scintigraphic detection of the sentinel node after intratumoural administration of the radiopharmaceutical in patients with breast cancer who received neoadjuvant chemotherapy was below the optimal value, and sometimes a further, peri-areolar, injection was necessary, probably in relation to an alteration in the lymphatic drainage pathways.",20,26,20_26,CONCLUSIONS:
1242,34420939,34420939_7_14,"Current guidelines define primary and secondary endocrine resistance according to the periods of adjuvant endocrine therapy (adj-ET); however, the relationship between adj-ET period and endocrine resistance remains unclear.",7,14,7_14,BACKGROUND:
1243,34420939,34420939_8_14,"We examined progression-free survival (PFS) after primary ET for recurrent hormone receptor-positive/HER2-negative breast cancer, and evaluated the relationship between endocrine resistance and the periods of adj-ET.",8,14,8_14,OBJECTIVE:
1244,34420939,34420939_9_14,"We assessed PFS among 183 patients who received ET as primary treatment for the first recurrence, according to the period of adj-ET (adj-ET < 1 year, 1-2 years, ≥2 years, and completion).",9,14,9_14,METHODS:
1245,34420939,34420939_10_14,Patients who relapsed during the first year of adj-ET had the significantly shortest PFS.,10,14,10_14,RESULTS:
1246,19034884,19034884_6_18,"diagnosis and treatment for breast cancer, stressors that affect emotional well-being, is influenced by several psychosocial factors and the relationships among them.",6,18,6_18,OBJECTIVE:
1247,19034884,19034884_8_18,"Ninety-three women receiving radiation treatment for breast cancer completed questionnaires that measured EWB, optimism, SS, PFC, and self-transcendence.",8,18,8_18,METHODS:
1248,19034884,19034884_9_18,Correlational and multiple regression analysis revealed that optimism was positively related to EWB.,9,18,9_18,RESULTS:
1249,17988821,17988821_6_17,"the leading cause of gynecological death in the United States, and 14% of ovarian cancer cases are attributed to BRCA1/2 hereditary mutations.",6,17,6_17,OBJECTIVE:
1250,17988821,17988821_8_17,"Women (n=78) were asked their subjective risk of ovarian cancer (in terms of a percentage, estimated survival time, and projected age of onset) at pre-counseling, post-counseling, 1 week post-result, and 6 months post-result.",8,17,8_17,METHODS:
1251,17988821,17988821_9_17,Women with a personal history of breast cancer were most inaccurate at pre- but improved post-counseling.,9,17,9_17,RESULTS:
1252,17988821,17988821_13_17,Subjective risk changed in response to genetic counseling and testing.,13,17,13_17,CONCLUSIONS:
1253,29771420,29771420_7_23,To explore the expression and function of insulin-like growth factor II (IGFII) mRNA binding protein (IMP3) in the Triple Negative Breast Cancer (TNBC).,7,23,7_23,OBJECTIVE:
